Ticker,YahooTicker,Nom,Zone,AnneeFiscale,DateRapport,Sector,Industry,Country,Beta,MarketCapitalizationBN,SharesOutstandingMn,PER_calcule,ROE_calcule,ROA_calcule,DebtToEquity_calcule,EPS,EOD_Close_Price,NetIncomeBN,TotalRevenueBN,TotalEquityBN,TotalAssetsBN,TotalDebtBN,Dividendes_Annuels,Annual_Volume_Traded_BN,%MargeNette,%PayOut,Croissance de l'EPS (en %)
GMAB,GMAB,Genmab,Eurostoxx,2022,2022-12-31,Healthcare,Biotechnology,Denmark,0.792,28.383275674804686,659.616,35.40179664682274,0.1998387215013561,0.1810153059530527,0.0030273194885345,1.215475,43.02999877929688,0.784697534506829,2.087681169849883,3.926654096921372,4.334978914492149,0.08592524359878499,0.0,0.1614253,37.587038952085464,0.0,
GMAB,GMAB,Genmab,Eurostoxx,2023,2023-12-31,Healthcare,Biotechnology,Denmark,0.792,21.064384399754882,656.006976,32.45345553022796,0.1376779500158178,0.123324548726232,0.005427330871152,0.989417,32.11000061035156,0.646149825990902,2.445926524212802,4.693197610195864,5.239425829364184,0.114323383734603,0.0,0.142246,26.417384970256176,0.0,-18.598325757419943
GMAB,GMAB,Genmab,Eurostoxx,2024,2024-12-31,Healthcare,Biotechnology,Denmark,0.792,13.44163759140088,644.065024,12.240225613819666,0.213750442815489,0.1712252515771321,0.0106804470686786,1.705034,20.8700008392334,1.094369105418829,3.0032367877671753,5.119844857413917,6.391400189742731,0.143562698811318,0.0,0.189201,36.43965437145775,0.0,72.32713810253917
GXI,GXI.DE,Gerresheimer AG,Eurostoxx,2021,2021-11-30,Healthcare,Medical Instruments & Supplies,Germany,0.678,2.4415965103149415,31.4,29.12279050448414,0.084307078683454,0.0291186557070313,0.464320372023208,2.67,77.75785064697266,0.083788,1.498007,0.993843,2.877468,1.133683,1.25,0.025294752,5.593298295668845,46.81647940074907,
GXI,GXI.DE,Gerresheimer AG,Eurostoxx,2022,2022-11-30,Healthcare,Medical Instruments & Supplies,Germany,0.678,2.151793330383301,31.4,22.39491830464282,0.0773340821083272,0.0286558151002312,0.5674313526115926,3.06,68.52845001220703,0.09612,1.817094,1.242919,3.354293,1.220995,1.25,0.026923994,5.289764866319519,40.849673202614376,14.606741573033721
GXI,GXI.DE,Gerresheimer AG,Eurostoxx,2023,2023-11-30,Healthcare,Medical Instruments & Supplies,Germany,0.678,2.9623739381408694,34.54,24.645537891607177,0.0803273245438069,0.0338644773513118,0.3515113290030851,3.48,85.76647186279297,0.116126,1.990486,1.44566,3.429139,1.041308,1.25,0.030340009,5.834052588161886,35.91954022988506,13.725490196078427
GXI,GXI.DE,Gerresheimer AG,Eurostoxx,2024,2024-11-30,Healthcare,Medical Instruments & Supplies,Germany,0.678,2.6880451336486817,35.0291,24.131285469487025,0.0725871648003853,0.0288042205586317,0.4769998032955568,3.18,76.73748779296875,0.10972,2.035903,1.511562,3.809164,1.282197,1.25,0.029378182,5.3892547925908065,39.30817610062893,-8.62068965517241
HEI,HEI.DE,Heidelberg Materials AG,Eurostoxx,2021,2021-12-31,Basic Materials,Building Materials,Germany,1.054,10.729214408203124,198.416,6.068949587015993,0.1139455341642266,0.0521789688201738,0.7424029101245265,8.91,54.0743408203125,1.759,18.7199,15.4372,33.7109,7.9654,2.2,0.160996141,9.396417715906601,24.69135802469136,
HEI,HEI.DE,Heidelberg Materials AG,Eurostoxx,2022,2022-12-31,Basic Materials,Building Materials,Germany,1.054,9.76131680053711,193.092,5.982564892289202,0.0965418825848505,0.0480099592249124,0.6857886222514217,8.45,50.55267333984375,1.5966,21.0951,16.5379,33.2556,6.6942,2.4,0.15724128,7.568582277400913,28.402366863905325,-5.162738496071839
HEI,HEI.DE,Heidelberg Materials AG,Eurostoxx,2023,2023-12-31,Basic Materials,Building Materials,Germany,1.054,14.300133687194824,186.186,7.363915009100851,0.1118767146328873,0.0543788675415474,0.5762393681241488,10.43,76.80563354492188,1.9289,21.1776,17.2413,35.4715,8.2403,2.6,0.112182051,9.1082086733152,24.928092042186005,23.431952662721912
HEI,HEI.DE,Heidelberg Materials AG,Eurostoxx,2024,2024-12-31,Basic Materials,Building Materials,Germany,1.054,21.672446083615235,182.879008,12.00679017659258,0.0947987826938219,0.0477672599372146,0.3781714333665478,9.87,118.50701904296876,1.7818,21.1564,18.7956,37.3017,8.1959,3.0,0.089948652,8.422037775803066,30.395136778115507,-5.369127516778526
HEIA,HEIA.AS,Heineken N.V,Eurostoxx,2021,2021-12-31,Consumer Defensive,Beverages - Brewers,Netherlands,0.478,52.51511023190332,575.740032,15.808186126127197,0.1915187831297534,0.0680450358239508,0.321298002146238,5.77,91.2132339477539,3.324,21.941,17.356,48.85,16.873,0.98,0.133907591,15.149719702839434,16.984402079722706,
HEIA,HEIA.AS,Heineken N.V,Eurostoxx,2022,2022-12-31,Consumer Defensive,Beverages - Brewers,Netherlands,0.478,47.46356822414844,575.595008,17.695280410701113,0.1371796839036366,0.0511773461054077,0.3450435905420979,4.66,82.46000671386719,2.682,28.719,19.551,52.406,16.377,1.46,0.159627702,9.338765277342526,31.330472103004293,-19.237435008665503
HEIA,HEIA.AS,Heineken N.V,Eurostoxx,2023,2023-12-31,Consumer Defensive,Beverages - Brewers,Netherlands,0.478,49.98528714974903,574.316992,21.279784111638524,0.1148783406461906,0.0417746994723768,0.3648673647779889,4.09,87.03431701660156,2.304,30.362,20.056,55.153,18.238,1.92,0.161379145,7.5884329095580005,46.9437652811736,-12.231759656652363
HEIA,HEIA.AS,Heineken N.V,Eurostoxx,2024,2024-12-31,Consumer Defensive,Beverages - Brewers,Netherlands,0.478,38.324155943994626,572.153024,38.27563040597098,0.049946376589551,0.0181875662507206,0.4448630264659897,1.75,66.98235321044922,0.978,29.821,19.581,53.773,17.049,1.73,0.154714698,3.2795680896012875,98.85714285714286,-57.21271393643031
HEIO,HEIO.AS,Heineken Holdings,Eurostoxx,2021,2021-12-31,Consumer Defensive,Beverages - Brewers,Netherlands,0.515,21.202165493191405,287.750016,12.769945696693568,0.1935296171302222,0.034042988741044,0.7958149371779208,5.77,73.68258666992188,1.663,21.941,8.593,48.85,16.873,0.98,0.023121612,7.57941752882731,16.984402079722706,
HEIO,HEIO.AS,Heineken Holdings,Eurostoxx,2022,2022-12-31,Consumer Defensive,Beverages - Brewers,Netherlands,0.515,19.268117506859372,288.425984,14.335702724211206,0.13853930266144,0.0256268366217608,0.849953296899391,4.66,66.80437469482422,1.343,28.719,9.694,52.406,16.377,1.46,0.030743615,4.676346669452279,31.330472103004293,-19.237435008665503
HEIO,HEIO.AS,Heineken Holdings,Eurostoxx,2023,2023-12-31,Consumer Defensive,Beverages - Brewers,Netherlands,0.515,20.757583444961917,286.971008,17.556646032240785,0.1206205691975752,0.0214397896197815,0.8786186527134765,4.12,72.33338165283203,1.174,30.362,9.733,54.758,18.238,1.92,0.035406658,3.866675449575127,46.60194174757281,-11.587982832618026
HEIO,HEIO.AS,Heineken Holdings,Eurostoxx,2024,2024-12-31,Consumer Defensive,Beverages - Brewers,Netherlands,0.515,16.051831058654784,285.82,31.90944845026189,0.0521684475172847,0.009312762973352,1.0621218188567692,1.76,56.16062927246094,0.498,29.821,9.546,53.475,17.049,1.73,0.03149793,1.6699641192448273,98.29545454545455,-57.28155339805825
HELN,HELN.SW,Helvetia Holding AG,Eurostoxx,2021,2021-12-31,Financial Services,Insurance - Diversified,Switzerland,0.461,4.821083305108642,52.7828,9.960539806370129,0.1121891782120131,0.0073365579561518,0.3625741123675955,9.17,91.33815002441406,0.4972,12.0419,4.4318,67.7702,1.748,5.0,0.024702499,4.12891653310524,54.52562704471101,
HELN,HELN.SW,Helvetia Holding AG,Eurostoxx,2022,2022-12-31,Financial Services,Insurance - Diversified,Switzerland,0.461,5.104686377392578,52.8608,12.025960919865934,0.1115432522433208,0.0076312512608607,0.4069789692077353,8.03,96.56846618652344,0.4388,7.2135,3.9339,57.5004,2.0775,5.5,0.021249164,6.083038746794206,68.49315068493152,-12.431842966194118
HELN,HELN.SW,Helvetia Holding AG,Eurostoxx,2023,2023-12-31,Financial Services,Insurance - Diversified,Switzerland,0.461,5.6616577680725095,52.9086,20.421425622838143,0.074283915643689,0.0047824831422535,0.3508866274473405,5.24,107.00827026367188,0.2832,10.4842,3.8124,59.2161,1.9866,5.9,0.022178347,2.701207531332863,112.59541984732823,-34.74470734744707
HELN,HELN.SW,Helvetia Holding AG,Eurostoxx,2024,2024-12-31,Financial Services,Insurance - Diversified,Switzerland,0.461,7.802940647433472,52.8441,16.42487624595905,0.1165062629975334,0.0079034266226384,0.2562879932526169,8.99,147.65963745117188,0.4818,11.2244,4.1354,60.9609,1.9998,6.3,0.017479389,4.292434339474716,70.07786429365962,71.56488549618321
HEN3,HEN3.DE,Henkel AG & Co. KGAA - Preference Share,Eurostoxx,2021,2021-12-31,Consumer Defensive,Household & Personal Products,Germany,0.439,27.551479615722656,425.792,17.11810278514075,0.0828810550342378,0.0500091816122911,0.1248934738893784,3.78,64.70642852783203,1.634,20.066,19.715,32.674,3.441,1.85,0.117896944,8.14312767866042,48.94179894179895,
HEN3,HEN3.DE,Henkel AG & Co. KGAA - Preference Share,Eurostoxx,2022,2022-12-31,Consumer Defensive,Household & Personal Products,Germany,0.439,24.98720499673462,415.188,20.400972527972723,0.0626898371757207,0.0379559843231836,0.1435134502025587,2.95,60.18286895751953,1.259,22.397,20.083,33.17,3.586,1.85,0.160732071,5.621288565432871,62.71186440677966,-21.957671957671955
HEN3,HEN3.DE,Henkel AG & Co. KGAA - Preference Share,Eurostoxx,2023,2023-12-31,Consumer Defensive,Household & Personal Products,Germany,0.439,27.33608980453491,394.308,22.008490183996777,0.0661580162634273,0.0415419043716708,0.105794209072295,3.15,69.32674407958984,1.318,21.514,19.922,31.727,2.892,1.85,0.10989456,6.1262433764060615,58.730158730158735,6.7796610169491345
HEN3,HEN3.DE,Henkel AG & Co. KGAA - Preference Share,Eurostoxx,2024,2024-12-31,Consumer Defensive,Household & Personal Products,Germany,0.439,31.633465202146972,391.848992,16.81848208109538,0.0923522915516289,0.0569087248702753,0.135584260927219,4.8,80.72871398925781,2.007,21.586,21.732,35.267,4.289,1.85,0.094922416,9.2976929491337,38.54166666666667,52.38095238095237
HER,HER.MI,Hera Spa,Eurostoxx,2021,2021-12-31,Utilities,Utilities - Diversified,Italy,0.833,4.600185869654785,1464.770048,13.774348978410687,0.104212236735204,0.0237679506823931,0.7224490692697598,0.228,3.1405515670776367,0.3335,10.3771,3.2002,14.0315,3.3234,0.11,0.734106168,3.2138073257461137,48.24561403508772,
HER,HER.MI,Hera Spa,Eurostoxx,2022,2022-12-31,Utilities,Utilities - Diversified,Italy,0.833,3.3299156441688536,1455.6,13.072334017072404,0.0750941619585687,0.0149078482343663,1.6972201712967532,0.175,2.287658452987671,0.2552,19.8713,3.3984,17.1185,5.6516,0.12,0.731535168,1.2842642403868894,68.57142857142857,-23.245614035087726
HER,HER.MI,Hera Spa,Eurostoxx,2023,2023-12-31,Utilities,Utilities - Diversified,Italy,0.833,3.960262477281494,1447.309952,8.971448804511398,0.128381129660869,0.0292705570291777,1.1931784893317634,0.305,2.736291885375977,0.4414,15.4106,3.4382,15.08,4.7253,0.125,0.646367918,2.8642622610411017,40.98360655737705,74.28571428571429
HER,HER.MI,Hera Spa,Eurostoxx,2024,2024-12-31,Utilities,Utilities - Diversified,Italy,0.833,4.8104357373520505,1441.240064,9.730921542331703,0.1343713486046575,0.032834017237029,0.9966456807172872,0.343,3.3377060890197754,0.4945,13.0584,3.6801,15.0606,4.7943,0.14,0.591170708,3.7868345279666724,40.816326530612244,12.459016393442624
HLE,HLE.DE,HELLA GmbH & Co. KGaA,Eurostoxx,2021,2021-05-31,Consumer Cyclical,Auto Parts,Germany,0.37,5.788470943565368,111.111,16.17897223241581,0.1457119070830166,0.059139115808517,0.1910568457166361,3.22,52.096290588378906,0.358276,6.379734,2.458797,6.05819,1.105927,0.96,0.035155981,5.6158454255302805,29.813664596273288,
HLE,HLE.DE,HELLA GmbH & Co. KGaA,Eurostoxx,2022,2022-05-31,Consumer Cyclical,Auto Parts,Germany,0.37,7.01135691595459,111.607,38.541005140433285,0.0662433925083909,0.0281244002108309,0.1720394517721928,1.63,62.82183837890625,0.181261,6.326117,2.736288,6.444973,1.20623,0.49,0.00901685,2.865280550454568,30.061349693251536,-49.37888198757765
HLE,HLE.DE,HELLA GmbH & Co. KGaA,Eurostoxx,2023,2023-12-31,Consumer Cyclical,Auto Parts,Germany,0.37,9.097453307189939,111.246,34.360420804063814,0.0912132283183724,0.0373735917585196,0.1376336824955641,2.38,81.77780151367188,0.263919,7.954141,2.893429,7.061644,1.252116,2.88,0.002813555,3.318007563607434,121.00840336134453,46.012269938650306
HLE,HLE.DE,HELLA GmbH & Co. KGaA,Eurostoxx,2024,2024-12-31,Consumer Cyclical,Auto Parts,Germany,0.37,9.725451598594665,111.111,27.5248905397811,0.1103301743828173,0.0471861106831164,0.0986053953667892,3.18,87.5291519165039,0.353104,8.024792,3.20043,7.483219,0.958982,0.71,0.003392361,4.400163892098387,22.32704402515723,33.613445378151276
HM B,HM-B.ST,Hennes & Mauritz AB - Class B Shares,Eurostoxx,2021,2021-11-30,Consumer Cyclical,Apparel Manufacturing,Sweden,1.097,220.7791492558828,1655.069952,20.059497804570015,0.183444966510047,0.0612411767650641,0.3020710978585446,6.65,133.39566040039062,11.01,198.967,60.018,179.781,66.691,6.5,0.87531146,5.533580945583941,97.74436090225564,
HM B,HM-B.ST,Hennes & Mauritz AB - Class B Shares,Eurostoxx,2022,2022-11-30,Consumer Cyclical,Apparel Manufacturing,Sweden,1.097,170.0346408496094,1655.36,47.52336589518495,0.0702563193254132,0.0195882404640534,0.4271776600171933,2.161413,102.71762084960938,3.566,223.553,50.757,182.048,72.635,6.5,1.147326096,1.5951474594391488,300.7291989083067,-67.49754887218045
HM B,HM-B.ST,Hennes & Mauritz AB - Class B Shares,Eurostoxx,2023,2023-11-30,Consumer Cyclical,Apparel Manufacturing,Sweden,1.097,249.657213476125,1618.279936,28.728713847183425,0.1843847516235135,0.048242154099066,0.3123082201967153,5.37,154.273193359375,8.745,236.035,47.428,181.273,77.97,6.5,0.764316571,3.7049590103162666,121.04283054003724,148.44858432886264
HM B,HM-B.ST,Hennes & Mauritz AB - Class B Shares,Eurostoxx,2024,2024-11-30,Consumer Cyclical,Apparel Manufacturing,Sweden,1.097,236.44261676267968,1610.329984,20.36458728382888,0.2518529755970699,0.0644844462694352,0.3254658616692593,7.21,146.82867431640625,11.621,234.478,46.142,180.214,76.954,6.5,0.713052291,4.9561152858690365,90.15256588072123,34.264432029795145
HNR1,HNR1.DE,Hannover Ruck SE,Eurostoxx,2021,2021-12-31,Financial Services,Insurance - Reinsurance,Germany,0.236,17.89423681361389,120.597,14.532854788216971,0.1219468570806057,0.0197149078566053,0.2442269567302876,10.21,148.3804473876953,1.231334,26.149007,10.0973,62.457,4.370255,4.5,0.029086029,4.708913038265659,44.07443682664054,
HNR1,HNR1.DE,Hannover Ruck SE,Eurostoxx,2022,2022-12-31,Financial Services,Insurance - Reinsurance,Germany,0.236,20.14287880371094,120.597,25.81551270285935,0.0861838692230427,0.0124016823593692,0.2735606987311482,6.47,167.0263671875,0.7808,1.3879,9.0597,62.9592,5.5103,5.75,0.032924486,56.257655450680886,88.87171561051005,-36.63075416258571
HNR1,HNR1.DE,Hannover Ruck SE,Eurostoxx,2023,2023-12-31,Financial Services,Insurance - Reinsurance,Germany,0.236,24.522390435928344,120.597,13.439631793015222,0.1801951258047952,0.0277894954854252,0.1988142229746466,15.13,203.3416290283203,1.8248,1.1296,10.1268,65.6651,4.8754,6.0,0.030296885,161.54390934844193,39.65631196298744,133.84853168469863
HNR1,HNR1.DE,Hannover Ruck SE,Eurostoxx,2024,2024-12-31,Financial Services,Insurance - Reinsurance,Germany,0.236,29.179069734466555,121.846,12.40160491168962,0.1974394845054898,0.032285972163106,0.1600085281157904,19.31,239.47499084472656,2.3287,2.6554,11.7945,72.1273,4.6689,7.2,0.025137347,87.69676884838442,37.28638011393061,27.62723066754791
HO,HO.PA,Thales S.A.,Eurostoxx,2021,2021-12-31,Industrials,Aerospace & Defense,France,0.103,14.675785072686034,212.956992,13.45982700586319,0.1681726209783297,0.0331597380843612,0.4034809702290247,5.12,68.91431427001953,1.0888,16.192,6.4743,32.835,5.9214,1.96,0.077877218,6.724308300395257,38.28125,
HO,HO.PA,Thales S.A.,Eurostoxx,2022,2022-12-31,Industrials,Aerospace & Defense,France,0.103,23.965579905624388,211.89,21.380694557002453,0.1562051324941803,0.0325561801833209,0.228302424625074,5.29,113.10387420654295,1.1206,17.5688,7.1739,34.4205,5.4714,2.66,0.106072769,6.378352534037612,50.2835538752363,3.3203125
HO,HO.PA,Thales S.A.,Eurostoxx,2023,2023-12-31,Industrials,Aerospace & Defense,France,0.103,26.65860557017383,207.331008,26.187357543199465,0.1498389458272327,0.0263860134018465,0.3163556314976833,4.91,128.57992553710938,1.0234,18.4284,6.83,38.7857,8.4336,3.04,0.064446551,5.553384992728615,61.91446028513238,-7.183364839319473
HO,HO.PA,Thales S.A.,Eurostoxx,2024,2024-12-31,Industrials,Aerospace & Defense,France,0.103,28.079702885115235,205.719008,19.7533172739915,0.1888838620395997,0.0354965516206632,0.2786140591304869,6.91,136.49542236328125,1.4195,20.5766,7.5152,39.9898,7.8234,3.45,0.059911964,6.898612987568403,49.927641099855286,40.73319755600815
HOLN,HOLN.SW,Holcim Ltd,Eurostoxx,2021,2021-12-31,Basic Materials,Building Materials,Switzerland,0.726,24.62124698876953,611.712,10.79081415171278,0.0830052374932273,0.0383735493028304,0.6746611984184538,3.73,40.24973678588867,2.298,26.834,27.685,59.885,16.611,2.0,0.465253054,8.563762390996498,53.61930294906166,
HOLN,HOLN.SW,Holcim Ltd,Eurostoxx,2022,2022-12-31,Basic Materials,Building Materials,Switzerland,0.726,26.72138055845215,608.009984,8.019875435933578,0.1153658366464392,0.0574275645365692,0.557980152536837,5.48,43.948917388916016,3.308,29.189,28.674,57.603,14.91,2.2,0.461730273,11.333036417828634,40.14598540145985,46.91689008042896
HOLN,HOLN.SW,Holcim Ltd,Eurostoxx,2023,2023-12-31,Basic Materials,Building Materials,Switzerland,0.726,34.5740927633584,571.206016,11.271552400216043,0.1177058891410547,0.058079945336522,0.3794459652142632,5.37,60.52823638916016,3.06,27.009,25.997,52.686,13.119,2.5,0.357738994,11.329556814395202,46.55493482309125,-2.007299270072993
HOLN,HOLN.SW,Holcim Ltd,Eurostoxx,2024,2024-12-31,Basic Materials,Building Materials,Switzerland,0.726,47.67450638396875,561.822976,16.19404800065601,0.1074195087925401,0.0539007092198581,0.2710463302110918,5.24,84.8568115234375,2.926,26.407,27.239,54.285,12.922,2.8,0.294388328,11.080395349717879,53.435114503816784,-2.420856610800748
HOT,HOT.DE,Hochtief AG,Eurostoxx,2021,2021-12-31,Industrials,Engineering & Construction,Germany,0.611,4.161849422424317,68.1874,20.01162669697746,0.2595777512275327,0.0128069105737378,1.159373516495297,3.05,61.03546142578125,0.207921,21.377874,0.800997,16.235063,4.825138,3.93,0.041183674,0.9725990526466758,128.85245901639345,
HOT,HOT.DE,Hochtief AG,Eurostoxx,2022,2022-12-31,Industrials,Engineering & Construction,Germany,0.611,3.57557164466629,75.1854,7.119270713029508,0.4249291085091839,0.0263269415377566,1.5863088657336544,6.68,47.55672836303711,0.481774,26.219332,1.133775,18.299657,5.671961,1.91,0.02120671,1.8374762560693765,28.592814371257486,119.01639344262294
HOT,HOT.DE,Hochtief AG,Eurostoxx,2023,2023-12-31,Industrials,Engineering & Construction,Germany,0.611,7.0625561635803225,75.2134,13.51082561685027,0.4231147782477713,0.0275041548321406,0.778813912781912,6.95,93.90023803710938,0.522749,27.756046,1.235478,19.006183,5.500417,4.0,0.023469458,1.8833698430965273,57.55395683453237,4.041916167664672
HOT,HOT.DE,Hochtief AG,Eurostoxx,2024,2024-12-31,Industrials,Engineering & Construction,Germany,0.611,9.653995297058104,75.2312,12.446591278283371,0.7236664710454106,0.0314592241203189,0.8496402523108284,10.31,128.32435607910156,0.775625,33.30127,1.071799,24.654931,8.202423,4.4,0.01238079,2.329115376080251,42.67701260911736,48.34532374100719
HPOL B,HPOL-B.ST,Hexpol AB - Class B Shares,Eurostoxx,2021,2021-12-31,Basic Materials,Specialty Chemicals,Sweden,0.936,34.415901848152345,344.436992,14.586758578780795,0.2024034334763948,0.1312698324333351,0.0645050654140909,6.85,99.91929626464844,2.358,16.005,11.65,17.963,2.22,2.3,0.132005756,14.732895970009373,33.57664233576642,
HPOL B,HPOL-B.ST,Hexpol AB - Class B Shares,Eurostoxx,2022,2022-12-31,Basic Materials,Specialty Chemicals,Sweden,0.936,33.928677648188966,342.307008,13.74725151326554,0.1803588290840415,0.1054218146308326,0.129448015791869,7.21,99.11768341064452,2.483,22.243,13.767,23.553,4.392,6.0,0.12819596,11.163062536528347,83.21775312066573,5.2554744525547425
HPOL B,HPOL-B.ST,Hexpol AB - Class B Shares,Eurostoxx,2023,2023-12-31,Basic Materials,Specialty Chemicals,Sweden,0.936,38.030089498954105,345.566016,15.013859476919553,0.1731494820607806,0.1121428888790154,0.0705231051342585,7.33,110.05158996582033,2.524,22.046,14.577,22.507,2.682,3.6,0.116452779,11.448788895944844,49.113233287858115,1.664355062413314
HPOL B,HPOL-B.ST,Hexpol AB - Class B Shares,Eurostoxx,2024,2024-12-31,Basic Materials,Specialty Chemicals,Sweden,0.936,33.718488951583005,343.767008,15.20702273346657,0.1392285983066792,0.0892139527407169,0.1029998706343853,6.45,98.08529663085938,2.22,20.437,15.945,24.884,3.473,6.0,0.085164365,10.862651074032392,93.02325581395348,-12.005457025920874
HUH1V,HUH1V.HE,Huhtamaki Oyj,Eurostoxx,2021,2021-12-31,Consumer Cyclical,Packaging & Containers,Finland,0.339,3.4927554878044127,104.365,17.521849227825385,0.1307292694154008,0.0437673374135881,0.4875520218767054,1.91,33.466732025146484,0.1988,3.5749,1.5207,4.5422,1.7029,0.92,0.050155566,5.560994713138829,48.16753926701571,
HUH1V,HUH1V.HE,Huhtamaki Oyj,Eurostoxx,2022,2022-12-31,Consumer Cyclical,Packaging & Containers,Finland,0.339,3.0773265014743805,104.365,11.12686517103663,0.1499294322006296,0.057287453591355,0.5836234793869018,2.65,29.48619270324707,0.2762,4.479,1.8422,4.8213,1.796,0.94,0.061559659,6.166555034605939,35.471698113207545,38.74345549738221
HUH1V,HUH1V.HE,Huhtamaki Oyj,Eurostoxx,2023,2023-12-31,Consumer Cyclical,Packaging & Containers,Finland,0.339,3.5459064368591307,104.538,17.218164744110883,0.112223249741609,0.044223884756372,0.4664533679757972,1.97,33.91978454589844,0.2063,4.1689,1.8383,4.6649,1.654,1.0,0.043382507,4.948547578497926,50.76142131979695,-25.66037735849056
HUH1V,HUH1V.HE,Huhtamaki Oyj,Eurostoxx,2024,2024-12-31,Consumer Cyclical,Packaging & Containers,Finland,0.339,3.52570804234314,105.566,15.606607454959477,0.1099985274628184,0.0457954429345049,0.4430032155929683,2.14,33.39813995361328,0.2241,4.1263,2.0373,4.8935,1.5619,1.05,0.034748245,5.431015679906938,49.06542056074766,8.629441624365498
HUSQ B,HUSQ-B.ST,Husqvarna AB - Class B Shares,Eurostoxx,2021,2021-12-31,Industrials,Tools & Accessories,Sweden,1.564,70.63939397773144,572.041024,15.913220041805936,0.2051033143808071,0.0871366849960722,0.1424559220195502,7.76,123.48658752441406,4.437,47.058,21.633,50.92,10.063,2.4000000000000004,0.306203157,9.428790003825068,30.9278350515464,
HUSQ B,HUSQ-B.ST,Husqvarna AB - Class B Shares,Eurostoxx,2022,2022-12-31,Industrials,Tools & Accessories,Sweden,1.564,38.633080051757815,562.584,20.256866185011063,0.0806182818098491,0.0313939905250178,0.491392350145694,3.39,68.6707763671875,1.935,54.036,24.002,61.636,18.984,3.0,0.394308092,3.580946035976016,88.49557522123894,-56.31443298969072
HUSQ B,HUSQ-B.ST,Husqvarna AB - Class B Shares,Eurostoxx,2023,2023-12-31,Industrials,Tools & Accessories,Sweden,1.564,44.6994381932251,570.593984,20.56126832336265,0.091586032814472,0.0377885783718104,0.3729577076099974,3.81,78.33843231201172,2.177,53.26,23.77,57.61,16.671,3.0,0.278650174,4.087495306045813,78.74015748031495,12.389380530973447
HUSQ B,HUSQ-B.ST,Husqvarna AB - Class B Shares,Eurostoxx,2024,2024-12-31,Industrials,Tools & Accessories,Sweden,1.564,32.48593994404248,572.369024,24.464217547712657,0.0538202201551647,0.0233262327693959,0.446993376981323,2.32,56.75698471069336,1.325,48.352,24.619,56.803,14.521,3.0,0.288794524,2.7403209794837857,129.31034482758622,-39.107611548556434
IBE,IBE.MC,Iberdrola S.A.,Eurostoxx,2021,2021-12-31,Utilities,Utilities - Diversified,Spain,0.643,54.86091301987549,6271.26016,0.0154286875560925,0.0959756910990884,0.0274070207122298,0.80689506541684,566.995,8.7479887008667,3.885,39.114,40.479,141.752,44.267,0.422,3.370626938,9.932504985427212,0.07442746408698489,
IBE,IBE.MC,Iberdrola S.A.,Eurostoxx,2022,2022-12-31,Utilities,Utilities - Diversified,Spain,0.643,58.90442832861035,6112.809984,15.393334836624682,0.1055229942362411,0.0289046990953542,0.8559288568039897,0.626,9.63622760772705,4.339,53.949,41.119,150.114,50.418,0.449,3.727254442,8.042781145155612,71.72523961661342,-99.8895933826577
IBE,IBE.MC,Iberdrola S.A.,Eurostoxx,2023,2023-12-31,Utilities,Utilities - Diversified,Spain,0.643,67.02891392851562,6170.03008,15.653643209583825,0.1114100809538169,0.0320129571494271,0.91969265779457,0.694,10.863628387451172,4.803,49.335,43.111,150.033,61.646,0.501,2.919934082,9.735481909394952,72.19020172910663,10.862619808306695
IBE,IBE.MC,Iberdrola S.A.,Eurostoxx,2024,2024-12-31,Utilities,Utilities - Diversified,Spain,0.643,81.0853551496582,6362.059776,15.227170827995492,0.1190875331564986,0.0354532417731674,0.7119781357983404,0.837,12.745141983032228,5.612,44.739,47.125,158.293,57.731,0.558,2.860155338,12.543865531192026,66.66666666666667,20.60518731988472
ICAD,ICAD.PA,Icade,Eurostoxx,2021,2021-12-31,Real Estate,REIT - Diversified,France,0.976,2.9196872913665772,75.692,7.23700961744584,0.0595227468832753,0.0227214647138662,2.630966686985366,5.33,38.57326126098633,0.4001,1.6609,6.7218,17.6089,7.6816,4.01,0.018381481,24.08934914805226,75.23452157598499,
ICAD,ICAD.PA,Icade,Eurostoxx,2022,2022-12-31,Real Estate,REIT - Diversified,France,0.976,2.0826956651039126,75.658,38.77150038598289,0.0082120250762762,0.0029695579146128,3.8521710754123606,0.71,27.52776527404785,0.0541,1.5685,6.5879,18.2182,8.0229,4.2,0.020736027,3.449155243863564,591.5492957746479,-86.67917448405254
IFX,IFX.DE,Infineon Technologies AG,Eurostoxx,2022,2022-09-30,Technology,Semiconductors,Germany,1.658,28.73141923663086,1301.890048,13.375155131022137,0.1458110278372591,0.0809675980975029,0.2105012617089641,1.65,22.069005966186523,2.179,14.218,14.944,26.912,6.048,0.27,1.170808461,15.325643550429033,16.363636363636367,
IFX,IFX.DE,Infineon Technologies AG,Eurostoxx,2023,2023-09-30,Technology,Semiconductors,Germany,1.658,40.11923041442871,1302.72,12.939710376643331,0.1840530391926777,0.1103062695594078,0.1274700423505823,2.38,30.796510696411133,3.137,16.309,17.044,28.439,5.114,0.32,0.974328415,19.23477834324606,13.445378151260506,44.242424242424235
